term_str,n,num,stop,p_stem,pos_max,p,s,i,h,wlen,df,idf,tfidf_sum_doc_max
sanctuary,4,0,0,sanctuari,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,9,1,2.0,0.0011193507765496012
sand,26,0,0,sand,NN,4.7856225174583193e-05,20895.923076923074,14.350933870637842,0.0006867815227787974,4,4,0.0,0.0
sandal,1,0,0,sandal,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990430622009569
sandals,17,0,0,sandal,NNS,3.12906087679967e-05,31958.470588235297,14.963910747528594,0.0004682298768401383,7,3,0.41503749927884376,0.0010518467513943271
sandals127,1,0,0,sandals127,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990430622009569
sands,22,0,0,sand,NNS,4.049372899387809e-05,24695.181818181816,14.591941970141637,0.0005908821436333109,5,4,0.0,0.0
sandy,13,0,0,sandi,JJ,2.3928112587291597e-05,41791.84615384615,15.350933870637842,0.0003673188739766903,5,3,0.41503749927884376,0.0008204972251538986
sang,11,0,0,sang,VBD,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,4,2,1.0,0.0016351341580734848
sangarius,4,0,0,sangariu,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,9,2,1.0,0.0005789254764014947
sanguine,1,0,0,sanguin,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
sank,7,0,0,sank,VBD,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,4,2,1.0,0.0010178426656080144
sapling,1,0,0,sapl,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
sapphire,2,0,0,sapphir,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0007216308858019123
sarcastic,1,0,0,sarcast,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990430622009569
sardinia,1,0,0,sardinia,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
sardinian,2,0,0,sardinian,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,2,1.0,0.00032992925255095657
sarpedon,73,0,0,sarpedon,NNP,0.00013436555529786819,7442.3835616438355,12.861549029898917,0.0017281491773931258,8,2,1.0,0.010464326981662136
sarpedons,16,0,0,sarpedon,NNP,2.9449984722820425e-05,33955.875,15.051373588778935,0.0004432627222470025,9,2,1.0,0.0023830772140494088
sat,205,0,0,sat,VBD,0.0003773279292611367,2650.2146341463417,11.371893489273488,0.0042909330220857675,3,4,0.0,0.0
sate,29,0,0,sate,NN,5.337809731011202e-05,18734.275862068967,14.193392593651362,0.0007576162910245456,4,3,0.41503749927884376,0.0018895816040514148
satiate,17,0,0,satiat,VB,3.12906087679967e-05,31958.470588235297,14.963910747528594,0.0004682298768401383,7,2,1.0,0.002727429131155388
satieties,1,0,0,satieti,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
satiety,8,0,0,satieti,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,7,2,1.0,0.0012889426200116704
satisfaction,15,0,0,satisfact,NN,2.760936067764415e-05,36219.6,15.144482993170415,0.00041812949323488983,12,4,0.0,0.0
satisfactión,1,0,0,satisfactión,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,12,1,2.0,0.00036081544290095615
satisfactory,1,0,0,satisfactori,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,12,1,2.0,0.0002990430622009569
satisfied,29,0,0,satisfi,JJ,5.337809731011202e-05,18734.275862068967,14.193392593651362,0.0007576162910245456,9,4,0.0,0.0
satisfy,10,0,0,satisfi,VB,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,7,3,0.41503749927884376,0.0006511026585023093
satisfying,1,0,0,satisfi,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990877822640945
satnioeis,2,0,0,satnioei,NNP,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.0005596753882748006
satnius,5,0,0,satniu,NNP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,7,2,1.0,0.0007380944115968892
sattled,1,0,0,sattl,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
satunia,1,0,0,satunia,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
saturation,2,0,0,satur,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,10,1,2.0,0.0005980861244019139
saturn,74,0,0,saturn,NNP,0.00013620617934304447,7341.81081081081,12.841920223149984,0.0017491488890234363,6,3,0.41503749927884376,0.004341182675707536
saturnia,19,0,0,saturnia,NNP,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,8,1,2.0,0.005682667863017796
saturnian,3,0,0,saturnian,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,9,2,1.0,0.0004794955037145726
saturnias,4,0,0,saturnia,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,9,1,2.0,0.001196351129056378
saturnides,5,0,0,saturnid,NNP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,10,1,2.0,0.0014954389113204726
saturnius,20,0,0,saturniu,NNP,3.681248090352553e-05,27164.7,14.729445493891571,0.0005422274309634037,9,2,1.0,0.003206924634869961
saturns,11,0,0,saturn,NNP,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,7,2,1.0,0.0016353577583891727
saucy,4,0,0,sauci,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0006599032251650507
savage,31,0,0,savag,NN,5.7059345400464574e-05,17525.612903225807,14.097177278392058,0.0008043757074993536,6,4,0.0,0.0
savages,6,0,0,savag,NN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,7,3,0.41503749927884376,0.00036838462092556284
savd,18,0,0,savd,VBD,3.313123281317298e-05,30182.999999999996,14.881448587336621,0.0004930407377443138,4,2,1.0,0.0030930198345164514
save,113,0,0,save,VB,0.00020799051710491926,4807.911504424778,12.231194626363747,0.0025439724951483054,4,4,0.0,0.0
saved,29,0,0,save,VBD,5.337809731011202e-05,18734.275862068967,14.193392593651362,0.0007576162910245456,5,2,1.0,0.004153673405310088
saver,1,0,0,saver,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
saves,4,0,0,save,NNS,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0006599032251650507
saving,11,0,0,save,VBG,2.0246864496939044e-05,49390.36363636363,15.591941970141637,0.0003156879363135945,6,3,0.41503749927884376,0.0006803855630641524
savory,1,0,0,savori,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
savour,10,0,0,savour,NN,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,6,4,0.0,0.0
savourd,1,0,0,savourd,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
savours,4,0,0,savour,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,1,2.0,0.001196351129056378
savoury,2,0,0,savouri,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.00032992925255095657
savéd,1,0,0,savéd,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
saw,380,0,0,saw,VBD,0.0006994371371669851,1429.721052631579,10.481517980447986,0.0073311629294088194,3,4,0.0,0.0
sawn,2,0,0,sawn,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,4,1,2.0,0.0005980861244019139
sawst,1,0,0,sawst,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
say,289,0,0,say,VB,0.0005319403490559439,1879.9100346020762,10.876447906278255,0.005785621495754446,3,4,0.0,0.0
saying,192,0,0,say,NN,0.0003533998166738451,2829.65625,11.466411088057779,0.004052227576426564,6,4,0.0,0.0
sayings,1,0,0,say,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
says,36,0,0,say,VBZ,6.626246562634596e-05,15091.499999999998,13.881448587336621,0.0009198190098622816,4,4,0.0,0.0
sayst,2,0,0,sayst,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.0007216308858019123
scabbard,5,0,0,scabbard,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,8,4,0.0,0.0
scabbarded,1,0,0,scabbard,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002798376941374003
scaean,9,0,0,scaean,NNP,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,6,1,2.0,0.002518539247236603
scald,8,0,0,scald,VBP,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,5,2,1.0,0.0012580787896932398
scalded,2,0,0,scald,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.00032992925255095657
scale,16,0,0,scale,NN,2.9449984722820425e-05,33955.875,15.051373588778935,0.0004432627222470025,5,4,0.0,0.0
scaled,3,0,0,scale,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,1,2.0,0.0008395130824122009
scales,9,0,0,scale,NNS,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,6,3,0.41503749927884376,0.0005474380251133795
scaliger,1,0,0,scalig,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
scaligers,1,0,0,scalig,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
scaling,4,0,0,scale,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,7,2,1.0,0.0006290393948466199
scamander,14,0,0,scamand,NNP,2.576873663246787e-05,38806.71428571429,15.24401866672133,0.00039281910224316595,9,2,1.0,0.002026239167405232
scamanders,4,0,0,scamand,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,10,1,2.0,0.001196351129056378
scamandrian,1,0,0,scamandrian,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.0002990877822640945
scamandrius,4,0,0,scamandriu,NNP,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,11,2,1.0,0.0005789254764014947
scampered,2,0,0,scamper,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,9,1,2.0,0.0005980861244019139
scan,1,0,0,scan,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.0002990430622009569
scandal,7,0,0,scandal,NN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,7,3,0.41503749927884376,0.0004304509435334354
scandalised,1,0,0,scandalis,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,11,1,2.0,0.0002990430622009569
scandalling,2,0,0,scandal,VBG,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,11,1,2.0,0.0007216308858019123
scandalous,1,0,0,scandal,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990430622009569
scandea,1,0,0,scandea,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
scandia,1,0,0,scandia,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
scanned,1,0,0,scan,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scanning,1,0,0,scan,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
scant,4,0,0,scant,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0005789254764014947
scapd,19,0,0,scapd,VBD,3.4971856858349256e-05,28594.421052631576,14.803446075335348,0.0005177039971569199,5,2,1.0,0.003149972234693206
scape,52,0,0,scape,VB,9.571245034916639e-05,10447.961538461537,13.350933870637842,0.0012778505952084282,5,2,1.0,0.008424422775553504
scaped,1,0,0,scape,VBP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
scapes,5,0,0,scape,VBZ,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,1,2.0,0.0014954389113204726
scaping,2,0,0,scape,VBG,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,2,1.0,0.0003299516125825253
scapt,1,0,0,scapt,VBP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
scar,16,0,0,scar,NN,2.9449984722820425e-05,33955.875,15.051373588778935,0.0004432627222470025,4,3,0.41503749927884376,0.0010570165939777403
scarce,24,0,0,scarc,NN,4.417497708423064e-05,22637.25,14.466411088057779,0.0006390533783060124,6,2,1.0,0.003928555520671873
scarcely,3,0,0,scarc,RB,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.0004794955037145726
scard,6,0,0,scard,JJ,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,5,2,1.0,0.0009589910074291452
scare,2,0,0,scare,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.0005596753882748006
scared,7,0,0,scare,VBN,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,6,2,1.0,0.001008239981576236
scarf,3,0,0,scarf,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.000448609313364573
scaring,1,0,0,scare,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
scarlet,1,0,0,scarlet,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
scarphe,1,0,0,scarph,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
scarphis,1,0,0,scarphi,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
scarred,1,0,0,scar,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scathe,4,0,0,scath,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0006599032251650507
scatheless,5,0,0,scatheless,NN,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,10,1,2.0,0.0013991884706870015
scatter,3,0,0,scatter,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,1,2.0,0.0008395130824122009
scatterd,6,0,0,scatterd,NN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,8,2,1.0,0.001020718668066007
scattered,6,0,0,scatter,VBN,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,9,2,1.0,0.0008491157664439793
scattering,1,0,0,scatter,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002798376941374003
scatters,1,0,0,scatter,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
scattrings,1,0,0,scattr,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.00036081544290095615
scene,4,0,0,scene,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0005884834403701355
scenes,1,0,0,scene,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990430622009569
scent,4,0,0,scent,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,3,0.41503749927884376,0.00026988054986846
scented,1,0,0,scent,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002798376941374003
scents,1,0,0,scent,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
sceptre,52,0,0,sceptr,NN,9.571245034916639e-05,10447.961538461537,13.350933870637842,0.0012778505952084282,7,4,0.0,0.0
sceptred,1,0,0,sceptr,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002798376941374003
sceptres,4,0,0,sceptr,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,8,1,2.0,0.001196351129056378
schedius,6,0,0,schediu,NNP,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,8,2,1.0,0.0008683882146022422
scheme,9,0,0,scheme,NN,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,6,2,1.0,0.0013264884118407497
schemed,2,0,0,scheme,VBD,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,7,1,2.0,0.0005980861244019139
schemer,1,0,0,schemer,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
schemes,1,0,0,scheme,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scheming,9,0,0,scheme,VBG,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,8,2,1.0,0.001278474991681858
scheria,12,0,0,scheria,NNP,2.208748854211532e-05,45274.5,15.466411088057779,0.0003416141776951215,7,2,1.0,0.00191780313460574
scheria50,1,0,0,scheria50,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990430622009569
scherias,1,0,0,scheria,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.00036081544290095615
schoenus,1,0,0,schoenu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002798376941374003
schoold,1,0,0,schoold,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
schæne,1,0,0,schæne,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
science,1,0,0,scienc,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scion,1,0,0,scion,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990430622009569
scoff,1,0,0,scoff,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.00036081544290095615
scoffs,1,0,0,scoff,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
scold,4,0,0,scold,VB,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0005884834403701355
scolded,6,0,0,scold,VBD,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,7,1,2.0,0.0017942583732057417
scolding,2,0,0,scold,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0005980861244019139
scole,1,0,0,scole,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,5,1,2.0,0.0002990877822640945
scoles,2,0,0,scole,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,1,2.0,0.000598175564528189
scolus,1,0,0,scolu,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002798376941374003
scope,10,0,0,scope,NN,1.8406240451762765e-05,54329.4,15.729445493891571,0.00028951995593346457,5,2,1.0,0.0016497580629126268
scopes,1,0,0,scope,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.00036081544290095615
scorchd,1,0,0,scorchd,VBZ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.00036081544290095615
score,3,0,0,score,NN,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,2,1.0,0.000448609313364573
scorn,21,0,0,scorn,NN,3.8653104948701806e-05,25871.14285714286,14.659056166000173,0.000566618036433319,5,3,0.41503749927884376,0.0013850707950030198
scornd,3,0,0,scornd,JJ,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,6,1,2.0,0.0008972633467922835
scornful,2,0,0,scorn,JJ,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,8,1,2.0,0.0007216308858019123
scorning,1,0,0,scorn,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
scott,3,0,0,scott,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,5,1,2.0,0.0008971291866028708
scoundrel,1,0,0,scoundrel,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990430622009569
scoundrels,2,0,0,scoundrel,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,10,1,2.0,0.0005980861244019139
scour,4,0,0,scour,VB,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,5,2,1.0,0.0006599032251650507
scourd,5,0,0,scourd,VBD,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,2,1.0,0.0008094471162970979
scourgd,9,0,0,scourgd,NN,1.656561640658649e-05,60365.99999999999,15.881448587336621,0.0002630859852787434,7,2,1.0,0.0014384865111437177
scourge,29,0,0,scourg,NN,5.337809731011202e-05,18734.275862068967,14.193392593651362,0.0007576162910245456,7,3,0.41503749927884376,0.0018431724350054157
scourge10,1,0,0,scourge10,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.00036081544290095615
scourging,1,0,0,scourg,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.00036081544290095615
scouring,3,0,0,scour,VBG,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,8,2,1.0,0.00046024541558787837
scours,1,0,0,scour,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
scourst,1,0,0,scourst,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
scout,8,0,0,scout,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,5,4,0.0,0.0
scouting,1,0,0,scout,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990877822640945
scouts,7,0,0,scout,NNS,1.2884368316233936e-05,77613.42857142858,16.24401866672133,0.00020929391943781694,6,3,0.41503749927884376,0.00046005571140740576
scowled,5,0,0,scowl,VBD,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,7,2,1.0,0.0007284022874388357
scowling,1,0,0,scowl,VBG,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
scrambled,1,0,0,scrambl,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
scrapd,1,0,0,scrapd,VB,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
scraps,2,0,0,scrap,NNS,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,6,2,1.0,0.00032992925255095657
scratched,1,0,0,scratch,VBN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002798376941374003
scream,4,0,0,scream,NN,7.362496180705106e-06,135823.5,17.051373588778933,0.00012554067292316082,6,2,1.0,0.0005788807563383572
screamed,6,0,0,scream,VBD,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,8,2,1.0,0.0008587184504757575
screaming,6,0,0,scream,VBG,1.104374427105766e-05,90549.0,16.46641108805778,0.00018185083311861842,9,2,1.0,0.0008587184504757575
screams,1,0,0,scream,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
screens,1,0,0,screen,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990877822640945
screw,2,0,0,screw,VB,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.0007216308858019123
scrip,8,0,0,scrip,NN,1.4724992361410212e-05,67911.75,16.051373588778933,0.0002363563534849114,5,1,2.0,0.002886523543207649
scrolls,1,0,0,scroll,NNS,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scrubbed,1,0,0,scrub,VBD,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,8,1,2.0,0.0002990430622009569
scruple,1,0,0,scrupl,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,7,1,2.0,0.0002990430622009569
scrupulous,1,0,0,scrupul,JJ,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,10,1,2.0,0.0002990430622009569
scud,2,0,0,scud,VB,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,4,1,2.0,0.0005596753882748006
scuffling,1,0,0,scuffl,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,9,1,2.0,0.0002990877822640945
scum,1,0,0,scum,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,4,1,2.0,0.00036081544290095615
scurvy,1,0,0,scurvi,NN,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002798376941374003
scusd,2,0,0,scusd,NN,3.681248090352553e-06,271647.0,18.051373588778933,6.645158455193296e-05,5,1,2.0,0.000598175564528189
scylla,34,0,0,scylla,NNP,6.25812175359934e-05,15979.235294117649,13.963910747528594,0.0008738785361442832,6,2,1.0,0.005485252531966262
scyllas,3,0,0,scylla,NNP,5.52187213552883e-06,181098.0,17.46641108805778,9.644728869483803e-05,7,2,1.0,0.0005103369740014346
scyros,5,0,0,scyro,NNP,9.203120225881383e-06,108658.8,16.72944549389157,0.00015396309819261367,6,4,0.0,0.0
scyrus,1,0,0,scyru,NNP,1.8406240451762765e-06,543294.0,19.051373588778933,3.5066416321142754e-05,6,1,2.0,0.0002990877822640945
